id,label,group,color,pub,text
anstreicher,Anstreicher,position,#66b3ff,,
d173b906-72af-4f2a-807b-0e22c5a58f58,,job_offer,#7fff7f,pab,"Raseurgehilfe tüchtig in Kabinett, geſucht 20. Septemb. in dauernde Stellung. Kaminsky, Dresden N. Kö nigsbrücker Pl. 3. 27257"
raseurgehilfe,Raseurgehilfe,position,#66b3ff,,
cfa216d3-320c-428a-958c-305438269bc9,,job_offer,#7fff7f,pab,"Verläßlichen Glaser-Gehilfen ſucht Philipp Pohl, Glas fabriks⸗Niederlage, Reichenberg. 27261"
h olasorgehilfen,H OlasorGehilfen,position,#66b3ff,,
48d52c7a-7061-4bb3-ac3a-cd19a8a82e74,,job_offer,#7fff7f,pab,"Lehrling deutſch u. böhm., wird aufg. im Spez.⸗, Mehl⸗ u. Prod.⸗Geſch. des Joh. Kunert, Außig. Teplitzerſtr. Nr. 74. 26618"
ef1318e0-be5a-4bc0-8c0c-10652239e07b,,job_offer,#7fff7f,pab,"Ein Lehrknabe deutſch. teilweiſe böhm., findet bei Franz Wilhelm, Ge miſchtwarenhandlung in Poſtel berg, ſofort Aufnahme. 27243"
d4f3016f-9e8e-4b41-9ff8-d30f4c5f0f4c,,job_offer,#7fff7f,pab,"Köchin und Stubenmädchen deutch ſprechend, werden b. gut. Lohn ſofort aufgenommen bei Frau Steffi Kary, Teplitz⸗Schönau, Schloßberg ſtraße, Villa Nr. 5. 27265"
höchin,Höchin,position,#66b3ff,,
f7f82c29-7ac4-4c75-93e7-14d6b9e0c0e9,,job_offer,#7fff7f,pab,"Bei der Forſtverwaltung Neu ſchloß, Exzell. gräfl. Deymſcher, wird ein Forstpraktikant auf deſſen eigene Koſten auf 1 Jahr behufs Vorbereitung für eine Forſtſchule aufgenom men. Näheres bei der Forst- verwaltung Neuschloss b. Arnau a. d. Elbe, Böhmen. 27232"
pirsthraktan,Pirsthraktan,position,#66b3ff,,
7daab93d-c226-41c6-9a9c-bd8f71a391bd,,job_offer,#7fff7f,pab,"Tücht. Schneider für Damenjacketts, deutſch. Wo chenlohn 26—30 K, ſowie eine tüchtige Gehilfin ſucht ſofort Antonie Struppe, Teplitz, Grüneringgaſſe 35. Reiſekoſten w. vergütet. 27265"
saneidler,Saneidler,position,#66b3ff,,
00e32e96-ac67-4ad4-ac55-49f9609e93d7,,job_offer,#7fff7f,pab,"Tischler finden ſofort dauernde Beſchäf tigung bei A. L. Hertom mer, Erzgebirgiſche Holzwaren fabrik, Teplitz i. B. 26890"
tischler,Tischler,position,#66b3ff,,
a7325f95-c455-44f8-ac5c-8b270b7178ee,,job_offer,#7fff7f,pab,"10 verlässliche Tischler- Gehilfen gute Arbeiter für Bauarbeiten, namentlich beſſere Innenarbeiten in hartem Holz, finden per ſoſort dauernde Beſchäftigung auch im Winter. Akkordarbeit bei guten Preisſätzen ſichert guten Ver dienſt. Arbeitsvertrag mit den Arbeitern auf 4 Jahre ge ſchloſſen. Fabrik für Bautiſchlerei Baumeiſter Kunert, Dux. 27262"
gehilfen,Gehilfen,position,#66b3ff,,
bd7ca50c-bb2d-454e-9416-bd445c04365e,,job_search,#ffcc66,pab,"Ein Commis welcher in mehreren größeren Herren⸗ und Damen⸗Modewaa engeſchäften ſervirte, ſich mit guten Zeugniſſen ausweiſen kann, der deutſchen und böhmiſchen Sprache in Wort und Schrift mächtig iſt und auch franzöſiſch verſteht, ſucht einen Poſten ent weder in einem größeren Detail oder En gros Geschäft. Gefällige Anträge übernehmen sub D. H. 83 Haa ſenſtein & Vogler, Annoncen⸗Expedi zion Prag, Graben Nr. 27 „neuer Bazar. 12872—1"
e8da00ce-5349-440b-80ac-958536df450e,,job_offer,#7fff7f,pab,Nähterinen für Maſchine⸗ und Putzarbeiten werden ſogleich aufgenommen und finden dauernde Beſchäftigung in der Weißwaarenhandlung S. F. Böhm Graben Nr. 3 (neu.) 12750—2
nähterinen,Nähterinen,position,#66b3ff,,
34564d44-b7f6-4f4b-8765-42ea19ce4b02,,service_offer,#ff6699,pab,"Ein geprüfter Lehrer (Iſraelit), ſucht einige Stunden des Tages im Literäriſchen zu ertheilen. Nä heres in Nro. 15—5 Zigeunergaſſe, 1. Stock. 12551—3"
4a600d39-9632-4bf4-8d4c-db137c1666d8,,job_offer,#7fff7f,pab,"Ein Praktikant, der die nöthige Vorbildung beſitzt, und beider Landesſprachen mächtig iſt, findet Aufnahme in dem Indigo⸗Farb⸗ und Materialwaarengeſchäfte von Pereles & Ornstein, Prag, Langegaſſe Nr. 731—1. 12756"
79d23810-03e7-40b3-96ff-a13169d307e1,,job_search,#ffcc66,pab,"Ein Mädchen vom Lande, 17 Jahre alt, gebildet, wünſcht behufs Ausbildung der deutſchen Sprache, bei einer deutſchen Familie placirt zu werden. Reflektirende wollen gefälligſt ihre Adreſſen poste restante Prag unter Chiffre T B. 16 ſenden. 12868"
c31d1172-07e2-446c-86a3-ea56e1607676,,job_offer,#7fff7f,pab,"Tuchtige Nähterinen geſucht für Handarbeit, Maſchine und leichte Stickerei dauernd und lohnend. Nähanſtalt Aujezd, No. 409—2. 12444—3"
cb66fea4-f0d8-4865-8f43-fda40a0fa3ef,,job_offer,#7fff7f,pab,"Gesittete Knaben werden in die Lehre aufgenommen, da ſelbſt wird auch ein Zurichter Verwen dung finden hei Joſef Kerlitzky, Gold arbeiter, Michaelsgaſſe 461. 12743—2"
9150d82d-cc22-4301-966e-4b2d0ff06ec5,,job_offer,#7fff7f,pab,"Ein guter flinker 1377 Friseur-Gehilfe wird aufgenommen bei ganzer Verpflegung. Lohn nach Ueber einkommen. Zuſchriften an Jo hann Friedl, Friſeur in Tüppelsgrün bei Karlsbad."
sriseut,Sriseut,position,#66b3ff,,
gehilie,Gehilie,position,#66b3ff,,
980c192f-07a9-4429-b8f8-ef76c49c38fb,,job_offer,#7fff7f,pab,"Friſeur⸗Gehilfe tüchtig, wird ab 1. Feber oder auch ſpäter aufgenommen bei Alois Bruma, Teplitz Schönau, Königſtraße. 1272"
f105f707-902d-47f3-8e79-312374a5f1b5,,job_offer,#7fff7f,pab,"Ein tüchtiger Bäcker⸗Gehilfe mit guten Zeugniſſen, welcher auf längeren Poſten reflektiert, wird aufgenommen bei Karl Kratochvil, Bäckerei mit Motorbetrieb, Auſſig, Türmitzer ſtraße. 1385"
mälek⸗gehilfe,Mälek⸗Gehilfe,position,#66b3ff,,
e7d2ab04-7a7c-4ae7-a426-d71d58632dac,,job_offer,#7fff7f,pab,"Ein 1393 Buchbinder event. Kriegsverletzter, wird auf genommen bei Joſef A. End ler, Buchdruckerei, Weipert."
d1988f67-5b95-45ea-be1d-c9b2742c86e0,,job_offer,#7fff7f,pab,"Schmiede-Gehilfe Alois Wagner wird erſucht ſeine Adreſſe bekanntzugeben. J. Behr, Görkau. 1388"
383f4639-790b-439f-bfce-c617044b5134,,job_offer,#7fff7f,pab,"Flotter, wenn auch jüngerer Kommis militärfrei, wird für meine Ko lonialwarenhandlung möglichſt bald aufgenommen. Offerten mit Gehaltsanſpruch bei freier Woh nung und Verköſtigung an Th. Rautenſtrauch, Haida. 1318"
2f35cf67-50a7-45d6-a249-8e0809c1bb46,,job_search,#ffcc66,pab,"Welcher Müller nimmt einen großen kräftigen 14½ jähr. Burſchen in die Lehre? Gefl. Anträge unter „Gute Behandlung“ an Günthers Ztgsagent., Teplitz. 1389"
rlüler,Rlüler,position,#66b3ff,,
1e07d6f3-92cd-4189-98cb-1c0175e5bdae,,job_offer,#7fff7f,pab,"Ein 4005—1 junger Comptoirdiener mit fl. 6 Lohn pr. Woche, mit fl. 300 Kauzion wird ſogleich aufgenommen. Auſkunft in der Filiale dieſes Blattes, Gallikloſter."
27a5659e-2e63-48e1-be4a-a0a1e4f9c4e1,,job_offer,#7fff7f,pab,"Ein praktiſch geübter Zuſchneider wird aufgenommen über die Sommer Saiſon oder auch ganzjährig bei M. Epstein, Herrenkonfekzions⸗Geſchäft in Karlsbad. Reflektirende auf die ſen Poſtrn wollen ſich perſönlich o. brief lich bis inclusive 12. März bei genannter Firma melden. 4013"
praktiſch geübter,praktiſch geübter,position,#66b3ff,,
b755ddd5-bd12-4e0e-bd69-5c5b06d80975,,job_offer,#7fff7f,pab,Tüchtige Erzbergleute ſucht die gräfl. Coudenhove'ſche Berg Verwaltung zu Muttersdorf bei Taus in Böhmen. 3864—2
eribergleute,Eribergleute,position,#66b3ff,,
ffa3e03e-a4a4-462e-9923-4f32c8e2b287,,job_offer,#7fff7f,pab,Agentur. Solide und thätige Agenten für das ſämm liche Verſicherungsweſen werden unter ſehr günſtigen Bedingungen ange ſtellt. — Gef. Offerten werden mit Bei ſchluß einer 10 kr. Briefmarke an das Aſſekuranz Bureau Leitmeritz re- stante erbeten. 4080
a178a3f7-ccd4-4f9f-a8a8-91ff3bf431ab,,job_offer,#7fff7f,pab,"Für eine im beſten Betriebe befind liche Sodawaſſerfabrik wird ein tüchtiger Mann geſucht, der ſchon mehrere Jahre praktiſch in derartigen Fabriken gearbeiter hat und darüber gute Zeugniſſe aufweiſen kann. Nähere Auskunft ertheilt aus Gefäl ligkeit Herr S. Angel, Prag, Geiſtgaſſe, Nr. 924—1. 4076—1"
5579a639-d856-4923-9dbe-585598d072bc,,job_search,#ffcc66,pab,"Ein Fräulein wünſcht zu einem Herrn als Wirthſchaf terin unterzukommen. wo ſie ehrlich und treu, und zur vollen Zufriedenheit dienen will Gefällige Anträge unter E. K. Nr. 65 poste restante in Prag. 4014"
terin,terin,position,#66b3ff,,
a18132e0-9c5e-43f1-9e52-eedc8b636da5,,job_offer,#7fff7f,pab,Ein tüchtiger 4077—1 Glaſergehilfe wird geſucht. Glasſchneider erhalten den Vorzug. Näheres bei Lonis Siegmund is Teplitz.
glaſergehilfe,Glaſergehilfe,position,#66b3ff,,
0e5a1c33-d1f3-438a-9549-ddf642ab3ff3,,job_offer,#7fff7f,pab,"Mittlere landwirtſchaftliche Maſchinenfabrik u. Eiſengießerei ſucht für die Schmiede, Shloſſerei und Dreherei einen in der Fabrikation von Göpeln, Dreſchmaſchinen, Heuwendern und Kartoffelgrabern und allen anderen kl. landw. Maſchinen voll kommen erfahrenen, umſichtigen 7123 tüchtigen Meister ſofort oder baldigſt aufzunehmen. Bewerber mit guten Arbeitsmethoden ſowie mit Lohn⸗ u. Akkordverhältniſſen vertraut, wollen ihre Offerte nebſt Zeugnis abſchriften, Gehaltsanſprüchen und Photographie sub Chiffre „C. 1064“ zur Weiterbeförderung an Haaſenſtein & Vogler, A.⸗G., Wien, I., einſenden."
ebe7e533-e6b5-45a5-8bf9-704b020d36c8,,job_offer,#7fff7f,pab,"Agenten zum Vert. unſ. konkurrenzl. Fa brikate: Holzroul. u. Jalouſien, mod. Stickerei⸗ u. Zwillichroul. Selbſtroll. ꝛc. geg. höchſte Prov. geſ. Braunauer Holzrouleaux⸗ u. Jalouſ.⸗Manufakt. Hollmann & Merkel, Braunau i. Böhm. 6512"
69c04d4d-04a6-4fba-b883-cbd0e4b02ddb,,job_offer,#7fff7f,pab,"Tüchtige Vertreter zum Verkaufe von Nähmaſchinen gegen hohe Proviſion werden ſof. aufgen. Antr. unt. „Nähmaſchinen“ an J. Grégr, Inſeratenbureau, Prag, Heinichsg. 19. 5622"
4a7a7629-01be-4c92-beb8-fa29a2f77c3b,,job_offer,#7fff7f,pab,"Ein Lehrknabe ſowie ein Gehilfe werd. aufgen. b. Jak. Widlička, Rauchfang lehrermeiſter in Liezen, Steier mark. 24195"
ſowie,ſowie,position,#66b3ff,,
b6dd4135-a453-44aa-9555-18bc83575eaa,,job_offer,#7fff7f,pab,"K. k. priv. Auſſig-Teplitzer Eiſenbahn⸗Geſellſchaft. Kundmachung. Die k. k. priv. Auſſig⸗Teplitzer Eiſenbahn⸗Geſellſchaft be abſichtigt bei ihrer Direction in Teplitz einen Geometer anzuſtellen, welchem die geſammten geometriſchen Vorarbeiten für die Anlegung des Eiſenbahnbuches für die Localbahn Teplitz Reicheuberg, insbeſondere auch die geometriſchen Aufnahmen in der Theilſtrecke von km 100 % bis zum Endpunkte der genannten Localbahn übertragen werden ſollen. Die Anſtellung hätte vorläufig proviſoriſch mit einem ent ſprechenden Jahresgehalte und dem für definitive Beamte ſyſtemi ſirten 30%igen Quartiergelde, ſowie den ſonſtigen Nebenbezügen gegen 3monatliche Kündigung zu erfolgen. Nach einjähriger zufriedenſtellender Verwendung kann dieſe proviſoriſche Anſtellung in eine definitive mit Penſionsberechtigung umgewandelt werden. Die Durchführung der geometriſchen Aufnahmen in der Strecke Niemes⸗Reichenberg wird eventuell auch zu einem Pauſchal betrage vergeben. Bewerber um dieſen Dienſtpoſten haben den Nachweis zu erbringen, daß ſie 1. die öſterreichiſche Staatsbürgerſchaft beſitzen, 2. als Civilgeometer behördlich autoriſirt ſind und 3. bei Eiſenbahnvermeſſungen und allen einſchlägigen geo metriſchen Arbeiten, insbeſondere bei den Vorarbeiten für die Anlegung des Eiſenbahnbuches, mit Erfolg ver wendet wurden. Die mit dem Taufſcheine, dem Heim den Studien⸗, bezw. Prüfungs⸗ und Verwendungszeugniſſen belegten Geſuche, welche auch die Gehaltsanſprüche zu enthalten haben, ſind bis längſtens 10. November 1900 bei der gefertigten Direction in Teplitz einzubringen. Teplitz, den 27. October 1900. Die Direction. 24245—1 (Nachdruck wird nicht honorirt)."
civilgeometer,Civilgeometer,position,#66b3ff,,
1d5eef5f-468f-4254-a5f4-8d3ceef1f6c3,,job_offer,#7fff7f,pab,"Sehr tüchtiger Obermeister für eine größere moderne Baumwollspinnerei geſucht. Berückſichtig wird nur erſte Kraft mit Praxis in beſtbekann ten Spinnereien und ſind Offer ten mit Zeugniß⸗Abſchriften ein zureichen unter „W. S. 205“ an Rudolf Mosse, Wien, I., Seilerſtätte 2. 24107⸗2"
spinnereten,Spinnereten,position,#66b3ff,,
3211eaf7-6179-4339-9555-c9750dbf1668,,job_offer,#7fff7f,pab,"Tüchtiger Raseur-Gehilfe deutſch. Nation, von angenehm. Aeußern, nicht über 24 J. alt, wird ſof. aufgen. bei Anton Kober, Friſeur, Trautenau. Monatslohn 12 fl. b. fr. Station. 24242"
bd75df4c-5960-4d1d-8cf5-b919291c6445,,job_offer,#7fff7f,pab,"Konkurs—Ausſchreibung. An der mit Gehalten, Quinquenalzulagen und Thenerungszuſchüſſen den Staatsmittelſchulen gleichgeſtellten Kommunal⸗Oberrealſchule der Stadt Leitmeritz, iſt eine Profeſſorſtelle eventuell Supplentenſtelle für Naturgeſchichte in Verbindung mit Mathematik und Fiſik zu beſetzen. Bewerber um dieſe Stelle wollen mit den nöthigen Zeugniſſen verſehenen Geſuche längſtens bis 18. Septemner l. J. bei dem gefertigten Stadtrathe ein bringen. 15650—2 Stadtrath Leitmeritz, 20. Auguſt 1872."
69ebea4c-f60a-475e-bd68-b95f9d5253d0,,job_offer,#7fff7f,pab,"Einige Tischler- Gesellen werden ſofort in Arbeit aufge nommen in der Tiſchlerei, Kle mensgaſſe am Neumühlplatz neben Waſſerthurn Nr. 1244—2. Prag 1. Stock. 23335—2"
aa1b69a9-913b-4324-9494-aebaed9a9d8b,,job_search,#ffcc66,pab,"Als Stubenmädchen oder Kindermädchen wünſcht ein aus dem nordweſtlichen Böhmen gebürtiges, katholiſches, 20 Jahre  altes, wohlerzogenes Land⸗Mäd chen in Prag Stellung. Anträge unter T. W. R. erbittet man an die Annoncen⸗Expedizion d. Bl, 234901"
af17d1e5-3f20-4765-a0b0-fe3fb047dba0,,job_offer,#7fff7f,pab,"Ein Ladenmädchen wird in einer Roſogliehandlung, die in einem ähnlichen Geſchäfte war, mit oder ohne Kauzion vom 1. Dezember an, aufgenommen. Zu erfragen in Smichov Nr. 222 bei Ch. Beer. 23330—3"
9f95b594-3f73-4310-ba44-d6be474cfea4,,job_offer,#7fff7f,pab,"Ein Praktikant für eine hieſiges Agentur⸗ u. Kommiſſionsgeſchaft wird geſucht, womöglich zum ſofortigen Antritt. 32044—2 Offerten sub V. Z. 497 an Haasenstein & Vogler in Frag. Graben Nr. 27. III. Stiege."
7e7ef91e-33aa-44fe-afdd-24ad3b34eb81,,job_offer,#7fff7f,pab,"Konditorgehilfe, der im Schaumkonfekt geübt iſt, findet ſogleich Kondizion bei B. A. Schönfeld in Oberleitensdorf. 31976—2"
konditorgehilfe,Konditorgehilfe,position,#66b3ff,,
59bc3fcb-3477-4051-95c8-342f6a1b75b8,,job_offer,#7fff7f,pab,"Tüchtiger Raseur-Gehilfe als 1. Kraft im Kabinett wird ſofort bei 24 K Monatsl., freier Stat. mit Wäſche angen. Hein rich Fetter, Komotau. Nur wirkl. gute Kräſte woll. ſich meld. 82351"
c9d10725-24c5-44d3-aefd-2a829c9f8f7f,,job_offer,#7fff7f,pab,Beim k. k. Poſtamte Simmers dorf 3/ II. wird eine der beiden Landesſprachen mächtige Poſtadminiſtratorin zum baldigen Antritte aufzuneh men geſucht. Anträge nebſt Ge haltsanſprüchen an das Poſtamt Simmersdorf. 32742⸗1
7237b954-034e-42a0-8b0e-22aa8bcecffe,,job_offer,#7fff7f,pab,"Ein Bäcker⸗Gehilfe ſowie ein Lehrknabe werden ſofort aufgen. bei Anton Kolb, Neu ſattl bei Karlsbad. 16285"
böcker⸗hehilfe,Böcker⸗Hehilfe,position,#66b3ff,,
b12cea1d-1042-4694-8556-915b055f9032,,job_offer,#7fff7f,pab,"Lackierergehilfen jüng. a. d. Stellung z. ſ. Eintr. und ein Lehrknabe w. aufgen. bei Joſ. Czerney, Leitmeritz. 16897"
lackierergehilfen,Lackierergehilfen,position,#66b3ff,,
f3497f43-6b70-491d-8378-20280efc30c6,,job_offer,#7fff7f,pab,"Ein junger Kommis der Gemiſchtwarenbranche, beider Landesſpr. vollkommen mächtig ſowie verläßlich und flotter De tailliſt erhält dauernden Poſten bei Franz Haſpen, Tſchauſch bei Brüx. 16674"
eommis,EOmmis,position,#66b3ff,,
8e25f316-9d6f-48b8-b650-69ab206f449d,,job_offer,#7fff7f,pab,"Stuben- mädchen, welches gute Zeugnisse besitzt, in dauernde Stelle aufzuneh- men gesucht. Offerten an Frau Dasch, Teplitz, Königstr. 19. 16777"
0fa90f53-e27b-47fd-948f-e6cd971a82e5,,job_offer,#7fff7f,pab,"Deutsche Stütze mit Jahreszeugnissen, die ko- chen und nähen kann, in Karlsbader Privathaus f. sofort gesucht. Offerte unter „Vor Pfingsten 1000“, Hauptpost postlagernd, Karlsbad. 16792—1"
mite,Mite,position,#66b3ff,,
f7289bc0-c9c3-4dbd-aa30-bc8fc6890175,,job_offer,#7fff7f,pab,Lehrknabe wird in ein Papiergeſchäft in größerer Provinzſtadt aufgen. Antr. unt. „Lehrling“ an die Admin. d. Bl. 16758
lehrknebe,Lehrknebe,position,#66b3ff,,
8f27e14e-f6a7-48fd-ae24-046e8381f42d,,job_offer,#7fff7f,pab,"Kräftiger Lehrbursche wird sofort aufgenommen. Wagnerei Jos. Puchtinger, Ma- rienbad. 16780"
1b8af864-9ca8-4b94-8116-9fd879f0f6ab,,job_search,#ffcc66,pab,"Gärtner, verheiratet, ohne Kinder, mit langjähriger Praxis und guten Zeugnissen sucht Stelle, unter Chiff. „Gärtner“ an d. Pelcls Bur., Kgl. Weinberge, Skrétag. 4. 16774"
fa74024b-98b3-4f74-bd43-d91c31ecd58d,,job_offer,#7fff7f,pab,"Concurs-Ausschreibung. Im Saazer Schulbezirke gelangen zur Beſetzung: I. Die Oberlehrerſtelle an der zweiclaſſigen Volksſchule in Teſchnitz mit 500 fl. Jahresgehalt, 100 fl. Functionszulage und Naturalwohnung im Schulhauſe. Bewerber müſſen zur Ertheilung des katholiſchen Reli gionsunterrichtes lehrbefähigt ſein. 2. Die Unterlehrerſtelle an der mit der Knabenbürger ſchule vereinigten Knabenvolksſchule in Poſtelberg mit 450 fl. Grundgehalt. Die mit den erforderlichen Nachweiſen belegten Geſuche ſind binnen ſechs Wochen, nach der erſten Verlautbarung dieſes Concurſes im „Prager Abendblatte“ gerechnet, beim k. k. Be zirksſchulrathe in Saaz einzubringen. Vom k. k. Bezirksſchulrathe in Saaz am 10. September 1896. 24173—2"
a7cbdcaa-160c-4aa7-9628-1aead95cd820,,job_offer,#7fff7f,pab,"Lehrknabe. Für mein Colonialwaaren⸗Ge ſchäft wird ein Lehrknabe per ſof. aufgenomm. B. Schenk, Pilſen. 24200—1"
9a4ee4dd-72f0-4f48-a810-55ed551360bd,,job_offer,#7fff7f,pab,"Concurs. Im Schulbezirke Kaplitz gelangen nachſtehende Lehrſtellen zur Beſetzung: Eine Unterlehrer⸗ und eine Unterlehrerinenſtelle an der Volksſchule in Kaplitz (IV. Gehaltsclaſſe); je eine Unterlehrer⸗, beziehungsweiſe Unkerlehrerinenſtelle an den Volksſchulen in Deutſch⸗Reichenau (Bez. Hohenfurth, IV. Gehaltsclaſſe) und in Roſenberg (V. Gehaltsclaſſe). Die Bewerbungsgeſuche ſind im vorgeſchriebenen Dienſtes- wege binnen ſechs Wochen nach Verlautbarung dieſes Concurſes im „Prager Abendblatte“ hieramts einzubringen. K. k. Bezirksſchulrath Kaplitz, am 12. September 1896. 24263"
unterlehrer⸗,Unterlehrer⸗,position,#66b3ff,,
unterlehrerinenſtelle,Unterlehrerinenſtelle,position,#66b3ff,,
3b081306-30ce-4f63-8d09-14de9d74fda5,,job_offer,#7fff7f,pab,"Lehrling mit guter Schulbildung, ſuchen für unſer Comptoir zum ſofor tigen Antritt. Selbſtgeſchriebene Offerten erbitten uns direct. K. Schlegel Söhne, Schuh fabrik, Oberdorf b. Komotau. 24276—1"
5523d5ac-16f4-4992-9c98-c6ead0349134,,job_offer,#7fff7f,pab,"Ein Commis vom Papierfach, gut empfohlen und verläßlich, zum Reiſen ver wendbar, wird ab 1. October aufgenommen. Off. unt. „Papier 100"" a. d. Adm. d. Bl. 24188-1"
3c09d70a-d0db-42b8-bd4a-37acb0195471,,job_offer,#7fff7f,pab,"Zwei tüchtige Schmiede welche bereits in Schloſſereien od. Maſch.⸗Werkſtätten gearbei tet, finden Aufnahme bei Josef Tschiesche, Bau⸗ u. Maſchin Werkſtätte in Dux. 11370—4"
ochmiede,Ochmiede,position,#66b3ff,,
978a3220-619a-48d5-8b79-b16e8d9e3e9d,,job_offer,#7fff7f,pab,"Concurs-Ausſchreibung. Bei der Stadtgemeinde Ronsperg iſt die Stelle eines I. Polizeiwachmannes zu beſetzen. Bewerber um dieſen Poſten, mit welchem ein jährliches Gehalt von 260 fl., Monturpauſchale per 40 fl. und freies Quartier im Rathhauſe verbunden iſt, müſſen dentſcher Nationalität, nicht über 35 Jahre alt, geſund, rüſtig, wohlverhalten, ausgedienſte k. k. Unteroffiziere und des Leſens und Schreibens vollkommen kundig ſein, um die nothwendigen Anzeigen und Berichte im Polizeidienſte verfaſſen und ſchreiben zu können. Die Anſtellung erfolgt proviſoriſch auf 1 Jahr und kann nach zufriedenſtellender Dienſtleiſtung die definitive Anſtellung erfolgen. Eigenhändig geſchriebene Geſuche, belegt mit dem Taufſchein, Heimatſchein, Schul⸗ und Sittenzeugniſſen ſowie den militäriſchen Documenten, ſind bis 15. Junt l. J. beim gefertigten Amte einzubringen. Perſönliche Vorſtellung erwünſcht, jedoch werden Reiſeſpeſen hiefür nicht vergütet. 16615—1 Bürgermeiſteramt Ronsperg, am 15. Mai 1899. Der Bürgermeiſter: Reitmeier."
8dbd8581-5bca-4059-9700-503ac1f3acab,,job_offer,#7fff7f,pab,"Tüchtige Ofensetzer werden aufgenommen b. Georg Sieber, Saaz. 11468—3"
ofensetzer,Ofensetzer,position,#66b3ff,,
245a603f-da64-4173-a143-3536043dc950,,job_offer,#7fff7f,pab,"Ofenarbeiter nur für Schwarzbäckerei wird aufgenommen bei Herrmann Rehn, Brodbäckerei, Teplitz. 11576—2"
eoofenarbeiter,EoOfenarbeiter,position,#66b3ff,,
da27efb2-7b9f-4572-87c7-b1170b30a2c0,,job_offer,#7fff7f,pab,"Maler und Auſtreicher werden aufge nommen bei A. Kopper, Maler, Duppau, Böhmen. 11505—2"
anſtreicher,Anſtreicher,position,#66b3ff,,
5863d383-da00-438a-ba19-7a4748e5a51a,,job_offer,#7fff7f,pab,"Ein Lehrknabe mit der nöthigen Schulbildung, Chriſt, wird für ein Modewaa rengeſchäft unter günſtigen Be dingungen auſgenommen. Auch iſt Gelegenheit geboten, die Han delsſchule zu abſolviren. Briefe unt. „Modewaaren 10“ an die Adm. d. Bl. 11619"
27ea7f9d-72f0-43bf-99bd-6e8cb84c627f,,job_offer,#7fff7f,pab,"Gute Arbeiter für ſchwarze Röcke werden aufgenommen bei Eduard Ep ſtein, Karlsbad. 11640"
3f8b0810-8392-40e9-bfb5-587801f7ed2b,,job_offer,#7fff7f,pab,"Raſeurgehilfe, deutſcher Na tionalität, welcher tüchtig im Raſiren ſowie im Haarſchneiden n. Bartſtutzen iſt, wird aufgen. b. Wzl. Kaſchte, Tetſchen a. d. Elbe. 11639"
2343a192-58c5-43ad-8ec9-5c29c357380c,,job_offer,#7fff7f,pab,"Ein Lehrknabe, beider Sprachen mächtig, wird aufgenommen bei G. Meyer, Schloſſerwaaren⸗Fabrikant, Heu wagsaaſſe Nr. 3 neu. 29899"
lehrlinabe,Lehrlinabe,position,#66b3ff,,
0ab08eb7-762b-4c27-962d-f9313c41513c,,job_offer,#7fff7f,pab,"Ein Kerngußformer, der ſich auſ die Behandlung des Metalles und das Gießen wohl verſteht, wird für die Provinz gesucht. Offerten sub „K. B. 216“ an Haasenstein & Vog- ler, Prag, bis zum 20. De- zember l. J. 29493-3"
kerngußformer,Kerngußformer,position,#66b3ff,,
27e282a0-8731-49aa-9f87-ad5683311cd9,,job_offer,#7fff7f,pab,Ein Kutſcher mit guten Referenzen wird bei einer Herrſchaft ſogleich in Dienſt aufgenommen Näheres in der Expedizion d. Bl. 16598—1
rulſcher,Rulſcher,position,#66b3ff,,
602f1410-e6d1-4bdc-9d97-bcc7a07bc01d,,job_offer,#7fff7f,pab,"Hausdiener, gut empfohlen, beider Landes ſprachen mächtig, wird aufgenom men bei Eduard J Bittner, Altſtädter Ring Prag. 16751"
4a013bd6-0e21-41d0-a701-956d71230cac,,job_search,#ffcc66,pab,"Ein junger Mann, mit guten Zeugniſſen verſehen, beider Landesſprachen in Wort und Schrift mächtig, ſucht einen Poſten als Kanzlei⸗ oder Geſchäfts diener oder Hausmeiſter ꝛc. Ge fällige Anträge sub G. H. post. rest. Prag. 16741"
006c74c7-da63-4981-8450-1e6d92efd813,,job_offer,#7fff7f,pab,"In einem Baumwoll⸗Manu fakturengeſchäfte wird ein Reisender aufgenommen, der beider Landes ſprachen mächtig und Böhmen, Mähren und Schleſien mit Er folg bereiſt hat. Offerte mit Referenzen unter Chiffre Y. W. 2441 an Rudolf Moſſe Prag, Graben 14. 16739—1"
rbeisender,RBeisender,position,#66b3ff,,
d4a38a57-9845-4d1d-822a-67b971adc3e4,,job_offer,#7fff7f,pab,"Ein tüchtiger 16747—1 Kommis, militärfrei u. mit guten Referenzen, wird in der Spezerei⸗ und Deli kateſſenhandlung des Leopold Gellert in Saaz aufgenommen"
kommi,Kommi,position,#66b3ff,,
da4ae0fe-7199-4346-997f-020633ec587a,,job_offer,#7fff7f,pab,"Tüchtiger Friseur-Gehilfe wird aufgenommen bei Georg Ott, Friſeur, Eger, Juden gaſſe 5. Lohn 6—7 K ohne Nacht mahl. Altersang. erw. 12584"
friseurgehilfe,FriseurGehilfe,position,#66b3ff,,
57ba270f-04a3-428f-8491-6f6cf670521e,,job_offer,#7fff7f,pab,"Raseur-Gehilfe mit freundl. Benehmen u. guter Arbeiter findet gute u. dauernde Stelle. Eintritt 2. Mai. Alters ang. erwünſcht. Friſeur Bauer, Bilin. 12586"
